Level,DivNum,DivisionName,Subject,Subgroup,20132014PassRate,20142015PassRate,20152016PassRate
Div,9,Bath County ,English: Writing,Female,78,83,90
Div,9,Bath County ,History and Social Sciences,Female,83,81,80
Div,9,Bath County ,Mathematics,Female,82,85,90
Div,9,Bath County ,Science,Female,82,79,86
Div,9,Bath County ,English: Reading,Black,<,<,<
Div,9,Bath County ,English: Writing,Black,<,<,<
Div,9,Bath County ,History and Social Sciences,Black,73,<,<
Div,9,Bath County ,Mathematics,Black,64,80,90
Div,9,Bath County ,Science,Black,<,<,<
Div,9,Bath County ,English: Reading,Hispanic,<,<,<
Div,9,Bath County ,English: Writing,Hispanic,<,,<
Div,9,Bath County ,History and Social Sciences,Hispanic,<,<,<
Div,9,Bath County ,Mathematics,Hispanic,<,<,<
Div,9,Bath County ,Science,Hispanic,<,<,<
Div,9,Bath County ,English: Reading,Limited English Proficient,<,<,<
Div,9,Bath County ,English: Writing,Limited English Proficient,<,,<
Div,9,Bath County ,History and Social Sciences,Limited English Proficient,<,<,<
Div,9,Bath County ,Mathematics,Limited English Proficient,<,<,<
Div,9,Bath County ,Science,Limited English Proficient,<,<,
Div,9,Bath County ,English: Reading,Male,68,78,83
Div,9,Bath County ,English: Writing,Male,68,67,53
Div,9,Bath County ,History and Social Sciences,Male,83,81,83
Div,9,Bath County ,Mathematics,Male,73,75,84
Div,9,Bath County ,Science,Male,80,77,71
Div,9,Bath County ,English: Reading,Students with Disabilities,38,41,60
Div,9,Bath County ,English: Writing,Students with Disabilities,31,45,<
Div,9,Bath County ,History and Social Sciences,Students with Disabilities,66,43,50
Div,9,Bath County ,Mathematics,Students with Disabilities,42,55,61
Div,9,Bath County ,Science,Students with Disabilities,31,56,30
Div,9,Bath County ,English: Reading,White,76,83,87
Div,9,Bath County ,English: Writing,White,73,75,69
Div,9,Bath County ,History and Social Sciences,White,84,81,81
Div,9,Bath County ,Mathematics,White,77,80,87
Div,9,Bath County ,Science,White,81,78,79
Div,10,Bedford County ,English: Reading,All Students,75,80,81
Div,10,Bedford County ,English: Writing,All Students,74,80,81
Div,10,Bedford County ,History and Social Sciences,All Students,82,84,85
Div,10,Bedford County ,Mathematics,All Students,69,75,78
Div,10,Bedford County ,Science,All Students,78,81,85
Div,10,Bedford County ,English: Reading,Asian,83,86,85
Div,10,Bedford County ,English: Writing,Asian,81,91,96
Div,10,Bedford County ,History and Social Sciences,Asian,92,97,87
Div,10,Bedford County ,Mathematics,Asian,89,90,87
Div,10,Bedford County ,Science,Asian,89,88,94
Div,10,Bedford County ,English: Reading,Economically Disadvantaged,60,70,69
Div,10,Bedford County ,English: Writing,Economically Disadvantaged,59,66,68
Div,10,Bedford County ,History and Social Sciences,Economically Disadvantaged,69,72,74
Div,10,Bedford County ,Mathematics,Economically Disadvantaged,56,64,67
Div,10,Bedford County ,Science,Economically Disadvantaged,65,72,75
Div,10,Bedford County ,English: Reading,Female,78,84,83
Div,10,Bedford County ,English: Writing,Female,80,86,86
Div,10,Bedford County ,History and Social Sciences,Female,80,82,84
Div,10,Bedford County ,Mathematics,Female,70,77,80
Div,10,Bedford County ,Science,Female,78,80,85
Div,10,Bedford County ,English: Reading,Black,54,62,62
Div,10,Bedford County ,English: Writing,Black,58,64,69
Div,10,Bedford County ,History and Social Sciences,Black,67,71,70
Div,10,Bedford County ,Mathematics,Black,49,58,58
Div,10,Bedford County ,Science,Black,56,70,68
Div,10,Bedford County ,English: Reading,Hispanic,72,70,73
Div,10,Bedford County ,English: Writing,Hispanic,76,80,76
Div,10,Bedford County ,History and Social Sciences,Hispanic,75,75,68
Div,10,Bedford County ,Mathematics,Hispanic,69,72,72
Div,10,Bedford County ,Science,Hispanic,72,76,75
Div,10,Bedford County ,English: Reading,Limited English Proficient,48,54,62
Div,10,Bedford County ,English: Writing,Limited English Proficient,62,54,<
Div,10,Bedford County ,History and Social Sciences,Limited English Proficient,65,58,58
Div,10,Bedford County ,Mathematics,Limited English Proficient,63,65,74
Div,10,Bedford County ,Science,Limited English Proficient,60,42,62
Div,10,Bedford County ,English: Reading,Male,73,77,78
Div,10,Bedford County ,English: Writing,Male,69,74,76
Div,10,Bedford County ,History and Social Sciences,Male,83,85,85
Div,10,Bedford County ,Mathematics,Male,67,73,76
Div,10,Bedford County ,Science,Male,77,81,85
Div,10,Bedford County ,English: Reading,Students with Disabilities,36,38,40
Div,10,Bedford County ,English: Writing,Students with Disabilities,35,26,39
Div,10,Bedford County ,History and Social Sciences,Students with Disabilities,48,46,51
Div,10,Bedford County ,Mathematics,Students with Disabilities,33,39,39
Div,10,Bedford County ,Science,Students with Disabilities,47,46,56
Div,10,Bedford County ,English: Reading,White,77,82,83
Div,10,Bedford County ,English: Writing,White,76,81,82
Div,10,Bedford County ,History and Social Sciences,White,83,85,86
Div,10,Bedford County ,Mathematics,White,70,76,80
Div,10,Bedford County ,Science,White,80,82,86
Div,11,Bland County ,English: Reading,All Students,75,79,79
Div,11,Bland County ,English: Writing,All Students,71,73,67
Div,11,Bland County ,History and Social Sciences,All Students,84,87,90
Div,11,Bland County ,Mathematics,All Students,73,72,79
Div,11,Bland County ,Science,All Students,73,77,85
Div,11,Bland County ,English: Reading,Asian,<,,
Div,11,Bland County ,History and Social Sciences,Asian,<,,
Div,11,Bland County ,Mathematics,Asian,<,,
Div,11,Bland County ,English: Reading,Economically Disadvantaged,70,71,72
Div,11,Bland County ,English: Writing,Economically Disadvantaged,64,63,60
Div,11,Bland County ,History and Social Sciences,Economically Disadvantaged,79,81,86
Div,11,Bland County ,Mathematics,Economically Disadvantaged,68,67,71
Div,11,Bland County ,Science,Economically Disadvantaged,64,73,82
Div,11,Bland County ,English: Reading,Female,76,82,82
Div,11,Bland County ,English: Writing,Female,80,76,79
Div,11,Bland County ,History and Social Sciences,Female,80,86,92
Div,11,Bland County ,Mathematics,Female,75,77,81
Div,11,Bland County ,Science,Female,70,79,83
Div,11,Bland County ,English: Reading,Black,<,<,<
Div,11,Bland County ,History and Social Sciences,Black,<,,<
Div,11,Bland County ,Mathematics,Black,<,<,<
Div,11,Bland County ,Science,Black,,,<
Div,11,Bland County ,English: Reading,Hispanic,,<,<
Div,11,Bland County ,English: Writing,Hispanic,,,<
Div,11,Bland County ,History and Social Sciences,Hispanic,,<,<
Div,11,Bland County ,Mathematics,Hispanic,<,<,<
Div,11,Bland County ,Science,Hispanic,<,<,<
Div,11,Bland County ,English: Reading,Male,74,77,76
Div,11,Bland County ,English: Writing,Male,61,71,53
Div,11,Bland County ,History and Social Sciences,Male,88,87,89
Div,11,Bland County ,Mathematics,Male,70,68,77
Div,11,Bland County ,Science,Male,77,75,86
Div,11,Bland County ,English: Reading,Students with Disabilities,42,44,36
Div,11,Bland County ,English: Writing,Students with Disabilities,32,25,22
Div,11,Bland County ,History and Social Sciences,Students with Disabilities,59,53,64
Div,11,Bland County ,Mathematics,Students with Disabilities,40,34,30
Div,11,Bland County ,Science,Students with Disabilities,32,50,55
Div,11,Bland County ,English: Reading,White,75,79,79
Div,11,Bland County ,English: Writing,White,71,72,67
Div,11,Bland County ,History and Social Sciences,White,84,86,90
Div,11,Bland County ,Mathematics,White,73,72,79
Div,11,Bland County ,Science,White,73,77,85
Div,12,Botetourt County ,English: Reading,All Students,84,88,88
Div,12,Botetourt County ,English: Writing,All Students,81,85,82
Div,12,Botetourt County ,History and Social Sciences,All Students,91,94,92
Div,12,Botetourt County ,Mathematics,All Students,84,89,90
Div,12,Botetourt County ,Science,All Students,85,90,89
Div,12,Botetourt County ,English: Reading,Asian,100,89,89
Div,12,Botetourt County ,English: Writing,Asian,<,<,91
Div,12,Botetourt County ,History and Social Sciences,Asian,100,100,95
Div,12,Botetourt County ,Mathematics,Asian,96,92,94
Div,12,Botetourt County ,Science,Asian,100,94,86
Div,12,Botetourt County ,English: Reading,Economically Disadvantaged,69,75,75
Div,12,Botetourt County ,English: Writing,Economically Disadvantaged,63,72,61
Div,12,Botetourt County ,History and Social Sciences,Economically Disadvantaged,80,86,81
Div,12,Botetourt County ,Mathematics,Economically Disadvantaged,69,80,80
Div,12,Botetourt County ,Science,Economically Disadvantaged,69,79,77
Div,12,Botetourt County ,English: Reading,Female,87,91,90
Div,12,Botetourt County ,English: Writing,Female,87,90,89
Div,12,Botetourt County ,History and Social Sciences,Female,92,94,92
Div,12,Botetourt County ,Mathematics,Female,85,91,92
Div,12,Botetourt County ,Science,Female,84,90,89
Div,12,Botetourt County ,English: Reading,Black,69,83,85
Div,12,Botetourt County ,English: Writing,Black,61,69,83
Div,12,Botetourt County ,History and Social Sciences,Black,88,96,82
Div,12,Botetourt County ,Mathematics,Black,75,84,91
Div,12,Botetourt County ,Science,Black,78,78,78
Div,12,Botetourt County ,English: Reading,Hispanic,69,71,73
Div,12,Botetourt County ,English: Writing,Hispanic,90,70,59
Div,12,Botetourt County ,History and Social Sciences,Hispanic,79,76,73
Div,12,Botetourt County ,Mathematics,Hispanic,60,72,75
Div,12,Botetourt County ,Science,Hispanic,69,79,60
Div,12,Botetourt County ,English: Reading,Limited English Proficient,37,35,50
Div,12,Botetourt County ,English: Writing,Limited English Proficient,<,<,<
Div,12,Botetourt County ,History and Social Sciences,Limited English Proficient,55,40,<
Div,12,Botetourt County ,Mathematics,Limited English Proficient,29,50,50
Div,12,Botetourt County ,Science,Limited English Proficient,27,<,25
Div,12,Botetourt County ,English: Reading,Male,81,86,86
Div,12,Botetourt County ,English: Writing,Male,75,80,75
Div,12,Botetourt County ,History and Social Sciences,Male,90,94,91
Div,12,Botetourt County ,Mathematics,Male,82,88,88
Div,12,Botetourt County ,Science,Male,86,90,90
Div,12,Botetourt County ,English: Reading,Students with Disabilities,50,55,57
Div,12,Botetourt County ,English: Writing,Students with Disabilities,39,41,35
Div,12,Botetourt County ,History and Social Sciences,Students with Disabilities,65,72,59
Div,12,Botetourt County ,Mathematics,Students with Disabilities,51,61,61
Div,12,Botetourt County ,Science,Students with Disabilities,51,61,53
Div,12,Botetourt County ,English: Reading,White,85,89,89
Div,12,Botetourt County ,English: Writing,White,81,86,82
Div,12,Botetourt County ,History and Social Sciences,White,91,95,92
Div,12,Botetourt County ,Mathematics,White,84,90,90
Div,12,Botetourt County ,Science,White,85,90,90
Div,102,Bristol City ,English: Reading,All Students,74,77,75
Div,102,Bristol City ,English: Writing,All Students,72,76,78
Div,102,Bristol City ,History and Social Sciences,All Students,80,88,82
Div,102,Bristol City ,Mathematics,All Students,80,81,79
Div,102,Bristol City ,Science,All Students,77,79,79
Div,102,Bristol City ,English: Reading,Asian,93,85,92
Div,102,Bristol City ,English: Writing,Asian,<,<,<
Div,102,Bristol City ,History and Social Sciences,Asian,100,100,<
Div,102,Bristol City ,Mathematics,Asian,100,100,100
Div,102,Bristol City ,Science,Asian,100,81,92
Div,102,Bristol City ,English: Reading,Economically Disadvantaged,66,70,65
Div,102,Bristol City ,English: Writing,Economically Disadvantaged,63,66,66
Div,102,Bristol City ,History and Social Sciences,Economically Disadvantaged,74,83,74
Div,102,Bristol City ,Mathematics,Economically Disadvantaged,74,74,70
Div,102,Bristol City ,Science,Economically Disadvantaged,69,71,69
Div,102,Bristol City ,English: Reading,Female,79,83,82
Div,102,Bristol City ,English: Writing,Female,78,81,85
Div,102,Bristol City ,History and Social Sciences,Female,82,87,80
Div,102,Bristol City ,Mathematics,Female,82,83,82
Div,102,Bristol City ,Science,Female,77,79,79
Div,102,Bristol City ,English: Reading,Black,64,65,62
Div,102,Bristol City ,English: Writing,Black,62,63,55
Div,102,Bristol City ,History and Social Sciences,Black,76,79,76
Div,102,Bristol City ,Mathematics,Black,75,73,69
Div,102,Bristol City ,Science,Black,59,78,60
Div,102,Bristol City ,English: Reading,Hispanic,61,57,68
Div,102,Bristol City ,English: Writing,Hispanic,80,<,<
Div,102,Bristol City ,History and Social Sciences,Hispanic,67,96,81
Div,102,Bristol City ,Mathematics,Hispanic,69,74,78
Div,102,Bristol City ,Science,Hispanic,59,74,81
Div,102,Bristol City ,English: Reading,Limited English Proficient,62,53,67
Div,102,Bristol City ,English: Writing,Limited English Proficient,<,<,<
Div,102,Bristol City ,History and Social Sciences,Limited English Proficient,82,93,75
Div,102,Bristol City ,Mathematics,Limited English Proficient,94,82,84
Div,102,Bristol City ,Science,Limited English Proficient,79,68,79
Div,102,Bristol City ,English: Reading,Male,69,72,69
Div,102,Bristol City ,English: Writing,Male,67,72,71
Div,102,Bristol City ,History and Social Sciences,Male,79,89,84
Div,102,Bristol City ,Mathematics,Male,77,80,76
Div,102,Bristol City ,Science,Male,77,80,80
Div,102,Bristol City ,English: Reading,Students with Disabilities,38,39,36
Div,102,Bristol City ,English: Writing,Students with Disabilities,29,28,18
Div,102,Bristol City ,History and Social Sciences,Students with Disabilities,45,61,44
Div,102,Bristol City ,Mathematics,Students with Disabilities,46,44,40
Div,102,Bristol City ,Science,Students with Disabilities,34,44,40
Div,102,Bristol City ,English: Reading,White,75,80,77
Div,102,Bristol City ,English: Writing,White,74,79,79
Div,102,Bristol City ,History and Social Sciences,White,81,89,83
Div,102,Bristol City ,Mathematics,White,80,83,80
Div,102,Bristol City ,Science,White,79,80,81
Div,13,Brunswick County ,English: Reading,All Students,63,69,65
Div,13,Brunswick County ,English: Writing,All Students,62,74,74
Div,13,Brunswick County ,History and Social Sciences,All Students,70,81,78
Div,13,Brunswick County ,Mathematics,All Students,56,57,63
Div,13,Brunswick County ,Science,All Students,69,59,68
Div,13,Brunswick County ,English: Reading,Asian,<,<,<
Div,13,Brunswick County ,English: Writing,Asian,<,<,
Div,13,Brunswick County ,History and Social Sciences,Asian,<,<,<
Div,13,Brunswick County ,Mathematics,Asian,<,<,<
Div,13,Brunswick County ,Science,Asian,<,<,<
Div,13,Brunswick County ,English: Reading,Economically Disadvantaged,61,69,60
Div,13,Brunswick County ,English: Writing,Economically Disadvantaged,59,72,70
Div,13,Brunswick County ,History and Social Sciences,Economically Disadvantaged,68,81,76
Div,13,Brunswick County ,Mathematics,Economically Disadvantaged,53,58,57
Div,13,Brunswick County ,Science,Economically Disadvantaged,68,59,64
Div,13,Brunswick County ,English: Reading,Female,70,77,70
Div,13,Brunswick County ,English: Writing,Female,67,80,84
Div,13,Brunswick County ,History and Social Sciences,Female,71,82,75
Div,13,Brunswick County ,Mathematics,Female,59,62,66
Div,13,Brunswick County ,Science,Female,68,62,70
Div,13,Brunswick County ,English: Reading,Black,61,67,63
Div,13,Brunswick County ,English: Writing,Black,61,72,73
Div,13,Brunswick County ,History and Social Sciences,Black,68,78,74
Div,13,Brunswick County ,Mathematics,Black,53,54,58
Div,13,Brunswick County ,Science,Black,66,56,64
Div,13,Brunswick County ,English: Reading,Hispanic,57,62,68
Div,13,Brunswick County ,English: Writing,Hispanic,<,<,<
Div,13,Brunswick County ,History and Social Sciences,Hispanic,63,100,89
Div,13,Brunswick County ,Mathematics,Hispanic,61,76,78
Div,13,Brunswick County ,Science,Hispanic,64,67,76
Div,13,Brunswick County ,English: Reading,Limited English Proficient,<,53,39
